id	species	gene_names	gene_synonyms	description	term_ids	sources
376	ath	At2g39550|AtGGT1B|AT2G39550		Decreased stomatal width in response to ABA.  Enlarged meristems, extra floral organs,retarded growth and reduced stature. Growth and morphology not significantly different from wild-type.	PO:0008032|PATO:0000599|EO:0007105	Plant PhenomeNET|TAIR
377	ath	At5g40330|MYB23|AT5G40330		Decreased trichome branching.  appear to have a normal root hair density, but a quantitative analysis shows they have a small but statistically significant increase in hair cell production in the N position. Excessive root hair production. GFP is expressed in all stages of differentiating root epidermal cells, in both hair (H) and non-hair (N) cell types, although preferentially in the N cells. In addition to having a reduced number of trichome branches, myb23 mutants have smaller trichomes. Patterning of trichomes is not affected.  However, there is reduced trichome branching with respect to the wild type, Columbia. Patterning of trichomes is not affected.  However, there is reduced trichome branching compared to the wild type, Wassilewskija. Trichomes are extremely reduced in size and have fewer branches. Also, fewer trichomes form along the margins of leaves.	GO:0010091|PATO:0002052	Plant PhenomeNET|TAIR
378	ath	At5g42400|ATXR7		Decreased young leaf number. Early flowering independent of photoperiod. Decreased young leaf number. Early flowering independent of photoperiod.	PO:0025022|PATO:0002001|PO:0006339|GO:0010228|PATO:0000694	Plant PhenomeNET
379	ath	At1g54990|AXR4|AT1G54990		Defective root gravitropism. Insensitive to auxin. Defective root gravitropism. Insensitive to auxin.  auxin resistant. irregular rosette leaves, slightly curled around leaf axis. roots elongate on auxin-containing medium. defective root gravitropism. reduced number of lateral roots. auxin resistant. irregular rosette leaves, slightly curled around leaf axis. roots elongate on auxin-containing medium. defective root gravitropism. reduced number of lateral roots. auxin resistant. irregular rosette leaves, slightly curled around leaf axis. roots very auxin resistant. defective root gravitropism. reduced number of lateral roots. plant appearance similar to axr1-12, but more pronounced. dwarf, bushy plants. reduced plant height. reduced fertility. auxin resistant. narrow, irregular rosette leaves, slightly curled around leaf axis. roots elongate on auxin-containing medium. defective root gravitropism. reduced number of lateral roots - greater reduction than for either single mutant. dwarf, bushy plants. reduced plant height. ethylene resistant. reduced fertility. Phenotype not described.	GO:0009958|PO:0009005|PATO:0001236|PATO:0000460|PO:0000003|PATO:0000513|CHEBI:22676|EO:0007074	Plant PhenomeNET|TAIR
380	ath	At3g03050|KJK|AT3G03050		Defective root hairs.  Root hair patterning is normal but root hair growth is affected, root hairs are initiated and grow into bulges. GFP is expressed in all stages of differentiating root epidermal cells, in both hair (H) and non-hair (N) cell types, although preferentially in the N cells. root hair patterning is normal but root hair growth is affected, root hairs are initiated and grow into bulges. elongation is severely reduced, root hairs leaks cytoplasm at their tips. some have a branched structure. pollen tube growth is normal.	GO:0035618|PATO:0000051|PATO:0000460	Plant PhenomeNET|TAIR
381	sly	Solyc01g009070|gamybl1	gib-1|gamyb-like 1	no seed germination. gibberellin deficiency. deficient in gibberelin (GA) and their seeds require exogenous GA to germinate.	GO:0009845|PATO:0002302|PO:0009010|PATO:0001163|CHEBI:29467	Plant PhenomeNET|SGN
382	ath	At5g02310|PRT6|AT5G02310		Delayed after-ripening. Short roots without exogenous sucrose. Delayed after-ripening. Short roots without exogenous sucrose.  ABA hypersensitivity for germination, sugar hypersensitivity for establishment, prolonged after-ripening and reduced breakdown of stored lipid following germination. ABA hypersensitive germination. sensitivity decreases with seed storage. seeds take longer to after-ripen. impaired root growth. able to green and contains more transcripts of photosynthesis genes, but fewer transcripts of seed protein genes when transferred to light after germination and growth in extended darkness (6-10 days). germination is sensitive to ABA. no obvious phenotype observed in mature plants . Mutant plants accumulate ubiquitin fusion degradation test substrates as opposed to degrading them, as wild type plants do.	GO:0010162|PATO:0000502|PO:0025025|PATO:0000574	Plant PhenomeNET|TAIR
383	ath	At5g54650|FH5|AT5G54650		Delayed endosperm cellularization. Delayed endosperm cellularization. No other phenotypes detected.  Enhancer trap of FH5, formin homology protein. Shows protein localization to cell plate, endosperm and chalazal cyst.No morphological phenotype described. Endosperm development is defective, cellularization of the endosperm is delayed.	GO:0010342|PATO:0000502	Plant PhenomeNET|TAIR
384	ath	At2g44810|DAD1		Delayed flower bud opening. Indehiscent anthers. Male sterile. Slightly smaller pollen. Delayed flower bud opening. Male sterile due to indehiscent anthers. Slightly smaller pollen.	GO:0009908|PO:0000056|PATO:0000502|GO:0009901|PATO:0002052|PO:0009066|PATO:0001834|PO:0025281|PATO:0000587	Plant PhenomeNET
385	mtr	Medtr7g084970|FTa1		Delayed flowering.	GO:0009908|PATO:0000502	Plant PhenomeNET
386	gmx	Glyma16g01980|GmLHY1		Abnormal circadian rythem. Delayed flowering under short-day regimen. increased hypocotyl length. Elongated hypocotyl.	GO:0042752|PATO:0001236|PATO:0000460|PO:0007016|PATO:0000502|EO:0007200|PO:0020100|PATO:0000573	Plant PhenomeNET
387	ath	At1g70210|CYCD1;1|AT1G70210		Delayed germination.  During germination, the onset of cell proliferation in root tips is significantly delayed and the overall numbers of dividing cells are reduced.  The delay in cell cycle activation is linked to delayed radicle emergence.	GO:0009845|PATO:0000502	Plant PhenomeNET|TAIR
388	ath	At4g28320|MAN5		Delayed germination.	GO:0009845|PATO:0000502	Plant PhenomeNET
389	ath	At5g01930|MAN6		Delayed germination.	GO:0009845|PATO:0000502	Plant PhenomeNET
390	ath	At5g66460|MAN7		Delayed germination.	GO:0009845|PATO:0000502	Plant PhenomeNET
391	ath	At1g06230|GTE4		Abnormal lateral root formation. Decreased stamen number. Delayed germination. Delayed rosette development. Dwarf. Short inflorescence stems. Short roots. Slightly serrated leaves. Small leaves. Thin inflorescence stems. Delayed germination and rosette development. Dwarf. Short roots. Abnormal lateral root formation. Small, slightly serrated leaves. Short, thin inflorescence stems. Decreased stamen number.	GO:0010311|PATO:0001236|PATO:0000460|PO:0009046|PATO:0002001|PO:0009029|GO:0009845|PATO:0000502|GO:0080186|PO:0000003|PATO:0000969|PO:0020122|PATO:0000574|PO:0025025|PO:0009025|PATO:0001206|PATO:0000587|PATO:0000592	Plant PhenomeNET
392	ath	At3g59220|PRN|AT3G59220		Delayed germination without stratification. Early seedling growth sensitive to ABA. Germination sensitive to ABA. Delayed germination without stratification. Germination and early seedling growth sensitive to ABA.  Delayed germination, altered seedlings.	GO:0009845|PATO:0000502|EO:0001057|PO:0000003|PATO:0001549|CHEBI:22152|PO:0007131|EO:0007105|PO:0009010|PO:0007057	Plant PhenomeNET|TAIR
393	osa	Os09g0434200|DSG1		delayed germination. dwarf. tolerant to high salt stress. tolerant to high drought stress. abnormal growth of coleoptile. internodes may display two or more shoot apices. internodes may display two or more roots. bushy plant. Delayed germination. Dwarf. Tolerant to high salt and drought stress. Abnormal growth of coleoptile, internodes. may display two or more shoot apices or roots, bushy plant.	GO:0009845|PATO:0000502|PO:0007057|PO:0006341|PATO:0000569|PO:0028002|PO:0000003|PATO:0000515|GO:0042538|GO:0009414|GO:0040007|PO:0020033|PATO:0001236|PATO:0000460|PO:0007045|PO:0005005|PATO:0002002|PO:0000037|PO:0009005|PO:0009025	Plant PhenomeNET
394	ath	At2g32700|LUH|AT2G32700		Delayed germination. Low germination rate. Short roots. Slow growth. Delayed germination. Low germination rate. Slow growth. Short roots.  Defective in seed coat mucilage secretory cells. seed coats do not release mucilage when placed in an aqueous environment. Significantly less root growth inhibition when grown in the presence of Al compared to WT. Reduced Al accumulation in the cell wall rather than the symplast in comparison with wild type roots. Lower content of unmethylated pectin in the root cell walls. Double homozygote are difficult to recover and may die very early in embryogenesis. Plants that do form are reduced in size with mature plants as small as single leaves. The inflorescence bears few flowers consisting of only carpels. Reduced germination (80% of normal), slow initial growth, short roots. Reduced fertility- siliques do not elongate. Flower phenotype resembles the lug-16 single mutant with narrow sepals and petals. A percentage are also embryo lethal. Mutant flowers have carpelloid sepals and sepal like organs topped with horns. No petals and stames are absent or fused to first whorl organs. Sterile. Resembles seu-1 single mutant with reduced stamen number.	GO:0009845|PATO:0000502|PATO:0000381|PO:0025025|PATO:0000574|GO:0040007|PATO:0000911	Plant PhenomeNET|TAIR
395	ath	At5g40770|PHB3|AT5G40770		Curled rosette leaves. Delayed germination. Semi-dwarf. Slow root growth. Small rosette leaves. Delayed germination. Semi-dwarf. Small, curled rosette leaves. Slow root growth.  Defective in ABA-induced NO accumulation and stomatal closure and in auxin-induced lateral root formation. Less sensitive to salt stress.	PO:0000014|PATO:0000406|GO:0009845|PATO:0000502|PO:0000003|PATO:0000969|GO:0048364|PATO:0000911|PATO:0000587	Plant PhenomeNET|TAIR
396	ath	At1g09970|RLK7|AT1G09970		Delayed germination. Sensitive to hydrogen peroxide. Delayed germination. Sensitive to hydrogen peroxide.  No visible phenotype. T-DNA insertion lines showed a slight but statistically significant delay in germination and was more sensitive to oxidative stress.	GO:0009845|PATO:0000502|PO:0000003|PATO:0001549|CHEBI:16240|EO:0007415	Plant PhenomeNET|TAIR
397	ath	At1g66730|LIG6|AT1G66730		Delayed germination. Sensitive to low temperature. Sensitive to oxidative stress. Sensitive to x-rays. Delayed germination. Sensitive to low temperature, x-rays, and oxidative stress.  Delayed germination. Time to germination can be increased by 50%. Overall germination rate is not affected but the process is delayed. The effect is further enhanced under temperature or oxidative stress conditions. Delayed seed germination- even greater than in atlig6-1 alone.	GO:0009845|PATO:0000502|GO:0009409|PATO:0001551|EO:0007174|GO:0006979|EO:0001037|GO:0010165|EO:0007628	Plant PhenomeNET|TAIR
398	ath	At1g68720|TADA		Delayed growth. Pale green leaves. Reduced fertility. Delayed growth. Pale green leaves. Reduced fertility.	GO:0040007|PATO:0000502|PO:0009025|PATO:0001272|PO:0000003|PATO:0001834	Plant PhenomeNET
399	ath	At1g13290|DOT5|AT1G13290		Abnormal divergence angle between cotyledons. Abnormal vein patterning in leaves. Delayed leaf growth. Delayed leaf growth. Abnormal divergence angle between cotyledons. Abnormal vein patterning in leaves.  dot5-1 mutants have a misaligned venation defect in their leaves and cotyledons. Their phenotypes may vary somewhat, but dot5-1 mutants often have shorter roots and delayed leaf initiation compared to wild-type seedlings. They also have an abnormal petiole length and phyllotaxy. Apical dominance is reduced in dot5-1 mutants, and they appear to be hypersensitive to an application of the polar auxin transport inhibitor NPA. This mutant is reported to have an embryo lethal phenotype in the homozygous state.	PO:0020030|PATO:0000133|PATO:0000460|PO:0000036|PATO:0000060|GO:0010338|PATO:0000502	Plant PhenomeNET|TAIR
400	ath	At1g72560|PSD|AT1G72560		Abnormal phyllotaxy. Delayed leaf growth. Few lateral roots. Reduced fertility. Delayed leaf growth. Few lateral roots. Abnormal phyllotaxy. Reduced fertility.  Leaf initiation is delayed slightly after germination, probably due to the death of apical initial cells in the shoot apical meristem. plants are smaller than normal, slightly yellow green and produce adult leaves starting around node 2 or 3.	GO:0060771|PATO:0001236|PATO:0000460|GO:0010338|PATO:0000502|PO:0025025|PATO:0002001|PO:0020121|PO:0000003|PATO:0001834	Plant PhenomeNET|TAIR
